isEdited,developerResponse,title,date,review,rating,userName
False,,Can’t do any purchase,2018-07-10 04:07:48,"After this update it seems like I can’t do any purchase, it’s stuck on payment processing screen. 
Tried with 2 different devices.",1,Vashquez
False,,Unable to checkout numerous times,2018-04-09 14:09:59,Unable to checkout numerous times... been checking out since sunday... finally can..,2,Lervia
False,,Cart doesn't keep my items.,2018-04-05 10:45:56,The cart doesn't keep my items like before and it keep hanging.,2,MIT lancer
False,,A good & useful option,2017-08-09 12:39:00,"It is quite useful for me to save my time & help me escape from carry bulky/ heavy items from the shops 
There is only a little comment on normal times' MOQ to enjoy free delivery 
I would suggest FP to accept 100$ as MOQ to enjoy free delivery 

BR
Sai",5,Sai T H
False,"{'id': 15890154, 'body': ""We sincerely apologize for the troubles you've had with the app. Please drop us a message at app-feedback@fairprice.com.sg so that we can understand this issue better and investigate further. Stay safe and have a good day (:\r"", 'modified': '2020-06-10T05:27:45Z'}",login screen issue,2020-06-01 23:16:58,"After the update, I am unable to type my Id and password bec the keyboard is out of place and only showing partially.",1,Imp168
False,"{'id': 11191177, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nPlease help us improve! We will be happy to offer a token of appreciation for your feedback and help. Do contact us at app-feedback@fairprice.com.sg.\r', 'modified': '2019-10-11T10:54:48Z'}",Unstable Apps,2019-10-10 11:22:09,"The apps automatically changed the qty that i have indicated. Even i have amended several times, it will still chaged by itself. This make me unable proceed any order.",1,JokerYenLi311115
False,"{'id': 11165364, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. Please help us improve! We will be happy to offer a token of appreciation for your feedback and help. Do contact us at app-feedback@fairprice.com.sg.', 'modified': '2019-10-10T08:16:49Z'}",Crashing,2019-10-09 13:00:28,The latest version is crashing repeatedly. It has to be fixed.,1,sunnierain
False,"{'id': 11084793, 'body': 'We’re sorry for the unstable app experience you had with us. We have found the issue and released a fix for it, please update your current app to the latest version. \r\n\r\nOnce again, we are truly sorry about this. \r\n\r\nAlso, do contact us @ app-feedback@fairprice.com.sg if you have any other concern.', 'modified': '2019-10-07T01:48:49Z'}",Auto double the quantity for new update,2019-10-06 13:18:23,The item quantity in the chart auto multiply when u double check. Roll back to previous stable version,1,PFFLim
False,,Lagging,2018-07-19 14:42:01,App alway lag makes shopping a Long process compared to other apps such as RedMart. Please remove the prompt where it tells me $$ short to free delivery.,2,Pintarsol
False,,Lagging,2018-05-31 15:03:59,App starts to lag whenever there is OOS item. And hangs during payment time,3,adawiyahsim
False,,Exaggerated delivery fails,2019-04-07 09:05:52,"Delivery is terribly long. You order Thursday the next available delivery is Saturday. What makes maters worst is they will advice you that there is a delay for 2 hrs. Yet they wont really delivery as promised. 

Unprofessional. I dont advice this app in total.",1,iamlisa26
False,,Slow app,2018-03-19 08:58:08,Slow in refreshing while browsing. Don’t like to  log in every time I access the app. Allowed log-in time is too short.,1,emwsaab
False,,Convenient App,2019-04-21 00:20:25,Easy to navigate.,4,Jocaisip
False,"{'id': 12728784, 'body': 'We’re sorry for the unsatisfactory app experience you had with us. There was a technical error that has since been resolved. Please do try again. Thank you (:', 'modified': '2020-01-05T10:26:08Z'}",App is super slow,2019-12-28 03:03:18,I’hv an issue to use app. It’s very slow. Just to go in to on category the page keep downloading almost 10mins and just said sth went wrong.,1,Thansg
False,"{'id': 11747524, 'body': 'We’re sorry for the unstable app experience you had with us. We were experiencing a technical issue on the mentioned date. Can you try again please? Else, please contact us @ app-feedback@fairprice.com.sg so we can look into the issue. ', 'modified': '2019-11-09T11:50:14Z'}",Slow,2019-10-26 05:07:06,"After I updated the app, the loading is so slow and I cannot get to the cart to order",1,Free movies yes
False,,Constantly crashing,2018-05-07 01:15:10,"The experience is marred by having to reload the app, especially during checkout!",1,ChanBP
False,,The apps is really not good,2018-03-02 04:49:38,"You have to keep enter with user name and password, can’t even automatically save.",2,vannliciouss
False,"{'id': 15466166, 'body': 'Thank you for your support and understanding during this period. We’ll continue to improve our user-experience, features, range of products and deals to serve you better. Stay safe and have a great day! (:\r', 'modified': '2020-05-21T09:53:37Z'}",Selvi,2020-04-15 03:22:06,Awesome service especially during this covid 19 situation,5,selvinara
False,,App doesn’t recognise registered email after update,2019-10-19 15:39:34,Unable to login after updating the app. Forever email incorrect. Can NTUC pls solve this problem. I’m a regular user of this app.,1,Mickey-raine
False,"{'id': 11165355, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. Please help us improve! We will be happy to offer a token of appreciation for your feedback and help. Do contact us at app-feedback@fairprice.com.sg.', 'modified': '2019-10-10T08:16:36Z'}",Quantity keeps changing!,2019-10-10 02:17:29,"Serious problem with this version. 
Cart quantity keeps changing to ridiculously large number.",1,Uberex
False,,Too many Sold Out,2019-07-29 15:21:56,Can’t believe I have so many items “sold out” upon checkout. Some of them were not even on special promotion. Availability is very impt!,1,cristaelau
False,,Can’t add Plus! membership in the app.,2018-05-12 04:49:57,Can’t add Plus! Membership and can’t add credit card,3,Technofunk
False,,App keeps crashing at payment stage,2018-04-15 06:36:24,Your latest update is giving problem at the payment stage. I got kicked out N times! Do something!,1,Insectlogger
False,,Worse ever experience,2018-03-03 03:22:14,"Doesn’t work. Not talking the app but the ordering system. Placed order, paid but no confirmation and ultimately not done. Better off with redmart.",1,Lumpypopiah
False,"{'id': 15465098, 'body': 'Thank you for the feedback. Please drop us a message at app-feedback@fairprice.com.sg for us to better understand the issue with packing. We value your opinion and seek your help to improve the user experience.\r', 'modified': '2020-05-21T09:14:29Z'}","Packing need to be improve, thanks",2020-05-19 02:15:08,"Packing need to be improve, thanks",4,WillHan
False,,It’s a disaster app,2018-06-03 02:00:40,"It’s a malfunctioning app, crashes all the time, inaccurate information and the only way to contact them is through phone (???).",1,Gustavo-Vitti
False,,Slow and hangs often,2018-05-28 05:48:42,"Despite a newly revamped App., it’s still very slow and hangs ever so often.",2,Tanameraboy
False,,appt doesn’t feel very stable,2018-03-16 14:07:38,"the app hangs quite a few times while using it, twice when making payment.

customer service is quite responsive though.",3,Shirley Elizabeth Tan
False,,Donation orders,2018-06-17 06:45:09,Good app but difficult to locate VMO donation orders icon . Couldn’t find on the app actually,4,curlsjk
False,"{'id': 12865735, 'body': ""Thank you for the support. We're constantly working to expand our product range and improve our features. Please drop us a message at app-feedback@fairprice.com.sg if you have any other feedback/recommendations. We value your opinion and seek your help to improve the user experience."", 'modified': '2020-01-12T11:47:25Z'}",Like the new design,2020-01-11 15:54:11,The design is really good!!,5,chandij
False,,Can’t add card membership,2018-09-10 12:34:08,The apps don’t allow us add NUTC card member to get link point. Please add it as this apps are belong to NTUC FairPrice.,3,NTUC Card member
False,,Updating,2018-05-26 04:36:21,"Interface improve. But update of qty seems to be forever.

Instead of improvement, it ended up as sluggish app.",1,jaspersky
False,"{'id': 15890256, 'body': 'Thank you for your support and understanding during this period. We’ll continue to improve our user-experience, features, range of products and deals to serve you better. Stay safe and happy shopping! (:\r', 'modified': '2020-06-10T05:32:48Z'}",So much better than RedMart!!!,2020-05-25 07:35:16,Love it!,5,ygoh87
False,,Unable to update,2019-08-27 05:25:13,Received notification to update but it does not work.,1,jshtan
